Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Other  Rabi pulses,2016,Rabi       ,Maharashtra,122180,69160,1151.1,18724085,42763,0.511851852
Other Cereals,2016,Kharif     ,Maharashtra,44130,24148,1151.1,6762922.5,15445.5,0.484230769
Other Cereals,2016,Rabi       ,Maharashtra,10612,4166,1151.1,1626289,3714.2,0.437058824
Other Cereals,2016,Summer     ,Maharashtra,29240,44420,1151.1,4481030,10234,1.669230769
Other Kharif pulses,2016,Kharif     ,Maharashtra,87140,40031,1151.1,13354205,30499,0.476896552
Other Summer Pulses,2016,Summer     ,Maharashtra,2170,1443,1151.1,332552.5,759.5,0.68875
Ragi,2016,Kharif     ,Maharashtra,92825,111073,1151.1,14225431.25,32488.75,1.089285714
Rapeseed &Mustard,2016,Rabi       ,Maharashtra,9233,3317,1151.1,1414957.25,3231.55,0.369615385
Rice,2016,Kharif     ,Maharashtra,1465730,3419021,1151.1,224623122.5,513005.5,1.664444444
Rice,2016,Summer     ,Maharashtra,69640,161900,1151.1,10672330,24374,2.369166667
Safflower,2016,Rabi       ,Maharashtra,75670,52430,1151.1,11596427.5,26484.5,0.672222222
Sesamum,2016,Kharif     ,Maharashtra,29178,6786,1151.1,4471528.5,10212.3,0.2625
Sesamum,2016,Rabi       ,Maharashtra,2332,55588,1151.1,357379,816.2,32.58882353
Sesamum,2016,Summer     ,Maharashtra,1984,409,1151.1,304048,694.4,0.188888889
Soyabean,2016,Kharif     ,Maharashtra,3840840,4586715,1151.1,588608730,1344294,1.27
Sugarcane,2016,Whole Year ,Maharashtra,633269,54236984,1151.1,97048474.25,221644.15,69.409
Sunflower,2016,Kharif     ,Maharashtra,21076,5877,1151.1,3229897,7376.6,0.295
Sunflower,2016,Rabi       ,Maharashtra,37238,28440,1151.1,5706723.5,13033.3,0.789130435
Sunflower,2016,Summer     ,Maharashtra,680,869,1151.1,104210,238,0.804
Tobacco,2016,Whole Year ,Maharashtra,800,1100,1151.1,122600,280,1.38
Urad,2016,Kharif     ,Maharashtra,337944,183121,1151.1,51789918,118280.4,0.577878788
Wheat,2016,Rabi       ,Maharashtra,1272006,2214012,1151.1,194934919.5,445202.1,1.73483871
other oilseeds,2016,Summer     ,Maharashtra,281,104,1151.1,43063.25,98.35,0.326
Arhar/Tur,2016,Kharif     ,Manipur,533,603,2039.8,81682.25,186.55,1.128888889
Banana,2016,Whole Year ,Manipur,8194,109822,2039.8,1255730.5,2867.9,13.55111111
Cashewnut,2016,Whole Year ,Manipur,31,19,2039.8,4750.75,10.85,0.585
Cowpea(Lobia),2016,Kharif     ,Manipur,962,1090,2039.8,147426.5,336.7,1.15
Dry chillies,2016,Whole Year ,Manipur,359,2560,2039.8,55016.75,125.65,7.546666667
Ginger,2016,Kharif     ,Manipur,5620,52433,2039.8,861265,1967,11.48111111
Gram,2016,Rabi       ,Manipur,791,738,2039.8,121220.75,276.85,0.93
Groundnut,2016,Kharif     ,Manipur,3380,2986,2039.8,517985,1183,0.885555556
Maize,2016,Kharif     ,Manipur,19740,41800,2039.8,3025155,6909,2.102222222
Maize,2016,Rabi       ,Manipur,7060,17000,2039.8,1081945,2471,2.412222222
Masoor,2016,Rabi       ,Manipur,699,659,2039.8,107121.75,244.65,0.94
Moong(Green Gram),2016,Kharif     ,Manipur,451,496,2039.8,69115.75,157.85,1.094444444
Other  Rabi pulses,2016,Rabi       ,Manipur,6320,5903,2039.8,968540,2212,0.931111111
Other Kharif pulses,2016,Kharif     ,Manipur,1531,1717,2039.8,234625.75,535.85,1.138888889
Peas & beans (Pulses),2016,Rabi       ,Manipur,18320,17031,2039.8,2807540,6412,0.925555556
Potato,2016,Whole Year ,Manipur,15250,126860,2039.8,2337062.5,5337.5,8.3
Rapeseed &Mustard,2016,Rabi       ,Manipur,29130,24900,2039.8,4464172.5,10195.5,0.853333333
Rice,2016,Kharif     ,Manipur,244000,645600,2039.8,37393000,85400,2.313333333
Soyabean,2016,Kharif     ,Manipur,5100,4326,2039.8,781575,1785,0.845555556
Sugarcane,2016,Whole Year ,Manipur,6000,348000,2039.8,919500,2100,54.38111111
Turmeric,2016,Whole Year ,Manipur,2591,29892,2039.8,397070.75,906.85,11.78333333
Urad,2016,Kharif     ,Manipur,1443,1644,2039.8,221139.75,505.05,1.144444444
Wheat,2016,Rabi       ,Manipur,2250,5620,2039.8,344812.5,787.5,2.503333333
Arhar/Tur,2016,Kharif     ,Mizoram,272,266,2626.8,41684,95.2,1.191428571
Arhar/Tur,2016,Rabi       ,Mizoram,46,41,2626.8,7049.5,16.1,0.89
Cotton(lint),2016,Kharif     ,Mizoram,71,24,2626.8,10880.75,24.85,0.426666667
Cowpea(Lobia),2016,Kharif     ,Mizoram,1096,1233,2626.8,167962,383.6,1.1375
Cowpea(Lobia),2016,Rabi       ,Mizoram,115,126,2626.8,17623.75,40.25,1.1525
Maize,2016,Kharif     ,Mizoram,5481,8443,2626.8,839963.25,1918.35,1.665
Maize,2016,Rabi       ,Mizoram,298,468,2626.8,45668.5,104.3,1.73
Onion,2016,Rabi       ,Mizoram,35,127,2626.8,5363.75,12.25,3.63
Other  Rabi pulses,2016,Rabi       ,Mizoram,1217,1964,2626.8,186505.25,425.95,1.76875
Other Kharif pulses,2016,Kharif     ,Mizoram,784,1144,2626.8,120148,274.4,1.33625
Potato,2016,Kharif     ,Mizoram,106,437,2626.8,16244.5,37.1,3.75
Potato,2016,Rabi       ,Mizoram,43,250,2626.8,6589.75,15.05,5.81
Rapeseed &Mustard,2016,Rabi       ,Mizoram,326,327,2626.8,49959.5,114.1,0.91
Rice,2016,Autumn     ,Mizoram,19602,23665,2626.8,3004006.5,6860.7,1.21125
Rice,2016,Kharif     ,Mizoram,16862,36979,2626.8,2584101.5,5901.7,2.2325
Rice,2016,Rabi       ,Mizoram,394,872,2626.8,60380.5,137.9,2.21
Sesamum,2016,Kharif     ,Mizoram,850,572,2626.8,130262.5,297.5,0.7225
Soyabean,2016,Kharif     ,Mizoram,1019,1604,2626.8,156161.75,356.65,1.4825
Sugarcane,2016,Whole Year ,Mizoram,1588,50532,2626.8,243361,555.8,30.9975
Tapioca,2016,Kharif     ,Mizoram,164,1884,2626.8,25133,57.4,10.20666667
Tobacco,2016,Whole Year ,Mizoram,222,203,2626.8,34021.5,77.7,0.69
Arhar/Tur,2016,Kharif     ,Nagaland,3200,2890,1959.8,490400,1120,0.901818182
Bajra,2016,Kharif     ,Nagaland,690,700,1959.8,105742.5,241.5,0.995454545
Barley,2016,Rabi       ,Nagaland,540,560,1959.8,82755,189,1.028181818
Castor seed,2016,Kharif     ,Nagaland,340,230,1959.8,52105,119,0.624444444
Cotton(lint),2016,Kharif     ,Nagaland,130,80,1959.8,19922.5,45.5,0.615
Cowpea(Lobia),2016,Kharif     ,Nagaland,530,770,1959.8,81222.5,185.5,1.453333333
Ginger,2016,Kharif     ,Nagaland,3860,35220,1959.8,591545,1351,9.126363636
Gram,2016,Rabi       ,Nagaland,750,620,1959.8,114937.5,262.5,0.818181818
Groundnut,2016,Kharif     ,Nagaland,930,960,1959.8,142522.5,325.5,1.02
Horse-gram,2016,Kharif     ,Nagaland,500,530,1959.8,76625,175,1.040909091
Jowar,2016,Kharif     ,Nagaland,260,250,1959.8,39845,91,0.96
Jute,2016,Kharif     ,Nagaland,3070,5850,1959.8,470477.5,1074.5,1.905
Linseed,2016,Rabi       ,Nagaland,5810,4710,1959.8,890382.5,2033.5,0.807272727
Maize,2016,Kharif     ,Nagaland,63660,126040,1959.8,9755895,22281,1.98
Maize,2016,Rabi       ,Nagaland,5300,10500,1959.8,812225,1855,1.978333333
Masoor,2016,Rabi       ,Nagaland,2080,1700,1959.8,318760,728,0.817777778
Mesta,2016,Kharif     ,Nagaland,1880,2090,1959.8,288110,658,1.098181818
Moong(Green Gram),2016,Kharif     ,Nagaland,450,460,1959.8,68962.5,157.5,1.008888889
Niger seed,2016,Kharif     ,Nagaland,32650,36560,1959.8,5003612.5,11427.5,1.083636364
Niger seed,2016,Rabi       ,Nagaland,35430,33830,1959.8,5429647.5,12400.5,0.96
Other  Rabi pulses,2016,Rabi       ,Nagaland,10000,12650,1959.8,1532500,3500,1.264444444
Other Kharif pulses,2016,Kharif     ,Nagaland,10770,13110,1959.8,1650502.5,3769.5,1.203
Peas & beans (Pulses),2016,Kharif     ,Nagaland,2350,3190,1959.8,360137.5,822.5,1.354
Peas & beans (Pulses),2016,Rabi       ,Nagaland,7200,7920,1959.8,1103400,2520,1.101818182
Potato,2016,Rabi       ,Nagaland,7480,74840,1959.8,1146310,2618,10
Ragi,2016,Kharif     ,Nagaland,330,320,1959.8,50572.5,115.5,1.001428571
Rapeseed &Mustard,2016,Rabi       ,Nagaland,27400,27760,1959.8,4199050,9590,1.012727273
Rice,2016,Kharif     ,Nagaland,201860,491660,1959.8,30935045,70651,2.391818182
Rice,2016,Rabi       ,Nagaland,4800,13400,1959.8,735600,1680,2.79
Sesamum,2016,Kharif     ,Nagaland,3620,2200,1959.8,554765,1267,0.606363636
Small millets,2016,Kharif     ,Nagaland,8800,9880,1959.8,1348600,3080,1.12
Soyabean,2016,Kharif     ,Nagaland,24980,31410,1959.8,3828185,8743,1.245454545
Sugarcane,2016,Kharif     ,Nagaland,4420,192390,1959.8,677365,1547,43.71090909
Sunflower,2016,Kharif     ,Nagaland,350,300,1959.8,53637.5,122.5,0.843333333
Sunflower,2016,Rabi       ,Nagaland,2220,1360,1959.8,340215,777,0.616
Sweet potato,2016,Kharif     ,Nagaland,1770,15070,1959.8,271252.5,619.5,8.512727273
Tapioca,2016,Kharif     ,Nagaland,2380,48170,1959.8,364735,833,20.24818182
Urad,2016,Rabi       ,Nagaland,820,670,1959.8,125665,287,0.806363636
Wheat,2016,Rabi       ,Nagaland,3380,6220,1959.8,517985,1183,1.838888889
other oilseeds,2016,Kharif     ,Nagaland,2430,1460,1959.8,372397.5,850.5,0.6
Arhar/Tur,2016,Kharif     ,Punjab,5700,4900,635.9,873525,1995,0.902857143
Bajra,2016,Kharif     ,Punjab,1200,700,635.9,183900,420,0.55
Barley,2016,Rabi       ,Punjab,8300,31500,635.9,1271975,2905,3.753333333
Cotton(lint),2016,Kharif     ,Punjab,285000,1267000,635.9,43676250,99750,4.2325
Gram,2016,Rabi       ,Punjab,1600,2200,635.9,245200,560,1.404285714
Groundnut,2016,Kharif     ,Punjab,1200,2300,635.9,183900,420,1.95
Guar seed,2016,Kharif     ,Punjab,33300,28700,635.9,5103225,11655,1.04125
Maize,2016,Kharif     ,Punjab,116000,445000,635.9,17777000,40600,3.600769231
Masoor,2016,Rabi       ,Punjab,700,400,635.9,107275,245,0.5425
Moong(Green Gram),2016,Kharif     ,Punjab,4800,4000,635.9,735600,1680,0.8025
Peas & beans (Pulses),2016,Rabi       ,Punjab,3100,4200,635.9,475075,1085,1.375
Rapeseed &Mustard,2016,Rabi       ,Punjab,31700,44800,635.9,4858025,11095,1.461818182
Rice,2016,Kharif     ,Punjab,3046000,12638000,635.9,466799500,1066100,4.066818182
Sesamum,2016,Kharif     ,Punjab,3000,1100,635.9,459750,1050,0.308
Sugarcane,2016,Whole Year ,Punjab,88000,7152000,635.9,13486000,30800,83.69333333
Sunflower,2016,Rabi       ,Punjab,5800,9600,635.9,888850,2030,1.595
Urad,2016,Kharif     ,Punjab,2100,1100,635.9,321825,735,0.684
Wheat,2016,Rabi       ,Punjab,3495000,17636000,635.9,535608750,1223250,4.975
Arhar/Tur,2016,Kharif     ,Telangana,386156,261118,942.6,59178407,135154.6,0.711
Arhar/Tur,2016,Rabi       ,Telangana,1289,1118,942.6,197539.25,451.15,0.728235294
Bajra,2016,Kharif     ,Telangana,3134,2723,942.6,480285.5,1096.9,0.89
Bajra,2016,Rabi       ,Telangana,13563,11791,942.6,2078529.75,4747.05,0.87875
Banana,2016,Kharif     ,Telangana,1579,72995,942.6,241981.75,552.65,45.93
Cashewnut,2016,Kharif     ,Telangana,1841,773,942.6,282133.25,644.35,0.395
Castor seed,2016,Kharif     ,Telangana,44442,26207,942.6,6810736.5,15554.7,0.538333333
Castor seed,2016,Rabi       ,Telangana,466,272,942.6,71414.5,163.1,0.521666667
Coriander,2016,Kharif     ,Telangana,46,20,942.6,7049.5,16.1,0.575
Coriander,2016,Rabi       ,Telangana,1899,1212,942.6,291021.75,664.65,0.627
Cotton(lint),2016,Kharif     ,Telangana,1408760,3444408,942.6,215892470,493066,2.445666667
Cowpea(Lobia),2016,Kharif     ,Telangana,1058,647,942.6,162138.5,370.3,0.55
Cowpea(Lobia),2016,Rabi       ,Telangana,4900,5230,942.6,750925,1715,1.1
Dry chillies,2016,Kharif     ,Telangana,109671,401648,942.6,16807080.75,38384.85,3.338666667
Dry chillies,2016,Rabi       ,Telangana,14653,81224,942.6,2245572.25,5128.55,5.504347826
Garlic,2016,Rabi       ,Telangana,191,451,942.6,29270.75,66.85,2.74
Ginger,2016,Kharif     ,Telangana,1978,13817,942.6,303128.5,692.3,6.998
Ginger,2016,Rabi       ,Telangana,39,272,942.6,5976.75,13.65,6.985
Gram,2016,Rabi       ,Telangana,101431,131781,942.6,15544300.75,35500.85,1.324827586
Groundnut,2016,Kharif     ,Telangana,26674,51597,942.6,4087790.5,9335.9,2.272380952
Groundnut,2016,Rabi       ,Telangana,140417,290379,942.6,21518905.25,49145.95,1.996896552
Horse-gram,2016,Kharif     ,Telangana,353,135,942.6,54097.25,123.55,0.395714286
Horse-gram,2016,Rabi       ,Telangana,1310,500,942.6,200757.5,458.5,0.360625
Jowar,2016,Kharif     ,Telangana,61943,54600,942.6,9492764.75,21680.05,0.840526316
Jowar,2016,Rabi       ,Telangana,27810,33101,942.6,4261882.5,9733.5,1.1768
Maize,2016,Kharif     ,Telangana,636407,1756790,942.6,97529372.75,222742.45,3.304333333
Maize,2016,Rabi       ,Telangana,165415,1125685,942.6,25349848.75,57895.25,6.661666667
Moong(Green Gram),2016,Kharif     ,Telangana,134700,82101,942.6,20642775,47145,0.648666667
Moong(Green Gram),2016,Rabi       ,Telangana,11023,9955,942.6,1689274.75,3858.05,0.90962963
Onion,2016,Kharif     ,Telangana,6153,92896,942.6,942947.25,2153.55,15.68529412
Onion,2016,Rabi       ,Telangana,9423,309477,942.6,1444074.75,3298.05,31.11925926
Potato,2016,Kharif     ,Telangana,37,405,942.6,5670.25,12.95,10.795
Potato,2016,Rabi       ,Telangana,3192,32377,942.6,489174,1117.2,10.56111111
Ragi,2016,Kharif     ,Telangana,838,971,942.6,128423.5,293.3,1.094285714
Ragi,2016,Rabi       ,Telangana,296,341,942.6,45362,103.6,1.1075
Rice,2016,Kharif     ,Telangana,889351,3028634,942.6,136293040.8,311272.85,3.229666667
Rice,2016,Rabi       ,Telangana,939223,3570445,942.6,143935924.8,328728.05,3.585
Safflower,2016,Kharif     ,Telangana,5,5,942.6,766.25,1.75,1
Safflower,2016,Rabi       ,Telangana,4364,2892,942.6,668783,1527.4,0.731111111
Sesamum,2016,Kharif     ,Telangana,3268,438,942.6,500821,1143.8,0.150555556
Sesamum,2016,Rabi       ,Telangana,17626,14161,942.6,2701184.5,6169.1,0.807272727
Small millets,2016,Kharif     ,Telangana,851,799,942.6,130415.75,297.85,0.943333333
Small millets,2016,Rabi       ,Telangana,1,1,942.6,153.25,0.35,1
Soyabean,2016,Kharif     ,Telangana,276543,322395,942.6,42380214.75,96790.05,1.270714286
Soyabean,2016,Rabi       ,Telangana,33,32,942.6,5057.25,11.55,0.985
Sugarcane,2016,Kharif     ,Telangana,29357,2061312,942.6,4498960.25,10274.95,65.524
Sunflower,2016,Kharif     ,Telangana,951,719,942.6,145740.75,332.85,0.862
Sunflower,2016,Rabi       ,Telangana,4941,8865,942.6,757208.25,1729.35,1.781428571
Sweet potato,2016,Rabi       ,Telangana,199,1672,942.6,30496.75,69.65,9.564
Tobacco,2016,Kharif     ,Telangana,2599,7080,942.6,398296.75,909.65,3.134
Tobacco,2016,Rabi       ,Telangana,4005,11833,942.6,613766.25,1401.75,3.896923077
Turmeric,2016,Kharif     ,Telangana,50566,305043,942.6,7749239.5,17698.1,5.839166667
Turmeric,2016,Rabi       ,Telangana,9,54,942.6,1379.25,3.15,6
Urad,2016,Kharif     ,Telangana,41279,33776,942.6,6326006.75,14447.65,0.826666667
Urad,2016,Rabi       ,Telangana,10903,9010,942.6,1670884.75,3816.05,0.820416667
Wheat,2016,Rabi       ,Telangana,5409,7413,942.6,828929.25,1893.15,1.223571429
Arhar/Tur,2016,Kharif     ,Tripura,5350,3772,2475.3,819887.5,1872.5,0.70875
Cotton(lint),2016,Kharif     ,Tripura,870,1358,2475.3,133327.5,304.5,1.55125
Cowpea(Lobia),2016,Kharif     ,Tripura,3886,2476,2475.3,595529.5,1360.1,0.6375
Gram,2016,Rabi       ,Tripura,250,150,2475.3,38312.5,87.5,0.60375
Groundnut,2016,Kharif     ,Tripura,833,1091,2475.3,127657.25,291.55,1.305
Groundnut,2016,Rabi       ,Tripura,1000,1584,2475.3,153250,350,1.59125
Jowar,2016,Kharif     ,Tripura,683,546,2475.3,104669.75,239.05,0.79625
Jute,2016,Kharif     ,Tripura,590,5369,2475.3,90417.5,206.5,9.11125
Linseed,2016,Rabi       ,Tripura,150,105,2475.3,22987.5,52.5,0.694285714
Maize,2016,Kharif     ,Tripura,12196,16608,2475.3,1869037,4268.6,1.38375
Maize,2016,Rabi       ,Tripura,2500,3887,2475.3,383125,875,1.56
Masoor,2016,Rabi       ,Tripura,3800,2535,2475.3,582350,1330,0.6675
Mesta,2016,Kharif     ,Tripura,583,4961,2475.3,89344.75,204.05,8.505
Moong(Green Gram),2016,Kharif     ,Tripura,2228,1234,2475.3,341441,779.8,0.55
Moong(Green Gram),2016,Rabi       ,Tripura,1200,734,2475.3,183900,420,0.61375
Other  Rabi pulses,2016,Rabi       ,Tripura,550,468,2475.3,84287.5,192.5,0.85
Other Kharif pulses,2016,Kharif     ,Tripura,23,22,2475.3,3524.75,8.05,0.966
Peas & beans (Pulses),2016,Rabi       ,Tripura,3200,2816,2475.3,490400,1120,0.86875
Rapeseed &Mustard,2016,Rabi       ,Tripura,7500,6188,2475.3,1149375,2625,0.8175
Rice,2016,Autumn     ,Tripura,38136,101574,2475.3,5844342,13347.6,2.5475
Rice,2016,Kharif     ,Tripura,16843,18190,2475.3,2581189.75,5895.05,1.05875
Rice,2016,Summer     ,Tripura,71877,231509,2475.3,11015150.25,25156.95,3.145
Rice,2016,Winter     ,Tripura,150250,463371,2475.3,23025812.5,52587.5,3.05375
Sesamum,2016,Kharif     ,Tripura,5590,3276,2475.3,856667.5,1956.5,0.59125
Small millets,2016,Kharif     ,Tripura,352,282,2475.3,53944,123.2,0.80125
Soyabean,2016,Rabi       ,Tripura,300,264,2475.3,45975,105,0.85875
Sugarcane,2016,Whole Year ,Tripura,822,44100,2475.3,125971.5,287.7,54.71125
Urad,2016,Kharif     ,Tripura,2590,1496,2475.3,396917.5,906.5,0.565
Urad,2016,Rabi       ,Tripura,1250,969,2475.3,191562.5,437.5,0.7625
Wheat,2016,Rabi       ,Tripura,200,460,2475.3,30650,70,2.25625
Arhar/Tur,2016,Kharif     ,Uttar Pradesh,337711,362858,965.3,51754210.75,118198.85,1.052222222
Bajra,2016,Kharif     ,Uttar Pradesh,907173,1736339,965.3,139024262.3,317510.55,1.466875
Banana,2016,Summer     ,Uttar Pradesh,3376,186413,965.3,517372,1181.6,55.18416667
Barley,2016,Rabi       ,Uttar Pradesh,169985,460140,965.3,26050201.25,59494.75,2.778266667
Coriander,2016,Rabi       ,Uttar Pradesh,7002,3652,965.3,1073056.5,2450.7,0.533283582
Cotton(lint),2016,Kharif     ,Uttar Pradesh,5635,2018,965.3,863563.75,1972.25,0.357272727
Dry chillies,2016,Kharif     ,Uttar Pradesh,13194,12170,965.3,2021980.5,4617.9,0.933287671
Garlic,2016,Rabi       ,Uttar Pradesh,35151,223546,965.3,5386890.75,12302.85,6.333114754
Ginger,2016,Kharif     ,Uttar Pradesh,916,3756,965.3,140377,320.6,4.085714286
Gram,2016,Rabi       ,Uttar Pradesh,561686,626294,965.3,86078379.5,196590.1,1.237164179
Groundnut,2016,Kharif     ,Uttar Pradesh,94013,85006,965.3,14407492.25,32904.55,0.933898305
Guar seed,2016,Kharif     ,Uttar Pradesh,1831,1312,965.3,280600.75,640.85,0.732537313
Jowar,2016,Kharif     ,Uttar Pradesh,182923,183020,965.3,28032949.75,64023.05,1.03877193
Linseed,2016,Rabi       ,Uttar Pradesh,32381,17415,965.3,4962388.25,11333.35,0.505862069
Maize,2016,Kharif     ,Uttar Pradesh,727231,1364579,965.3,111448150.8,254530.85,1.737808219
Maize,2016,Rabi       ,Uttar Pradesh,12320,34521,965.3,1888040,4312,2.64037037
Maize,2016,Summer     ,Uttar Pradesh,66929,125558,965.3,10256869.25,23425.15,1.884827586
Masoor,2016,Rabi       ,Uttar Pradesh,488964,471524,965.3,74933733,171137.4,0.943066667
Moong(Green Gram),2016,Kharif     ,Uttar Pradesh,44299,18358,965.3,6788821.75,15504.65,0.468474576
Moong(Green Gram),2016,Summer     ,Uttar Pradesh,47594,33556,965.3,7293780.5,16657.9,0.66015625
Onion,2016,Rabi       ,Uttar Pradesh,10526,146606,965.3,1613109.5,3684.1,13.93273973
Onion,2016,Summer     ,Uttar Pradesh,12815,173372,965.3,1963898.75,4485.25,13.28542857
Peas & beans (Pulses),2016,Rabi       ,Uttar Pradesh,384307,529170,965.3,58895047.75,134507.45,1.337671233
Potato,2016,Rabi       ,Uttar Pradesh,575641,13956310,965.3,88216983.25,201474.35,23.69093333
Rapeseed &Mustard,2016,Rabi       ,Uttar Pradesh,689174,857813,965.3,105615915.5,241210.9,1.165866667
Rice,2016,Kharif     ,Uttar Pradesh,5965657,14396168,965.3,914236935.3,2087979.95,2.3668
Rice,2016,Summer     ,Uttar Pradesh,26051,74184,965.3,3992315.75,9117.85,2.484117647
Sannhamp,2016,Kharif     ,Uttar Pradesh,2354,551,965.3,360750.5,823.9,0.238125
Sesamum,2016,Kharif     ,Uttar Pradesh,271079,58123,965.3,41542856.75,94877.65,0.214090909
Small millets,2016,Kharif     ,Uttar Pradesh,9167,5583,965.3,1404842.75,3208.45,0.516071429
Small millets,2016,Summer     ,Uttar Pradesh,81,75,965.3,12413.25,28.35,0.96
Soyabean,2016,Kharif     ,Uttar Pradesh,10520,7081,965.3,1612190,3682,0.692307692
Sugarcane,2016,Kharif     ,Uttar Pradesh,2159841,156948671,965.3,330995633.3,755944.35,64.83346667
Sunflower,2016,Summer     ,Uttar Pradesh,3325,3913,965.3,509556.25,1163.75,1.163076923
Sweet potato,2016,Kharif     ,Uttar Pradesh,15682,175102,965.3,2403266.5,5488.7,11.15094595
Tobacco,2016,Rabi       ,Uttar Pradesh,26250,117229,965.3,4022812.5,9187.5,4.363333333
Tobacco,2016,Summer     ,Uttar Pradesh,1102,2167,965.3,168881.5,385.7,1.97625
Turmeric,2016,Rabi       ,Uttar Pradesh,1146,1512,965.3,175624.5,401.1,1.2534375
Urad,2016,Kharif     ,Uttar Pradesh,594436,321228,965.3,91097317,208052.6,0.587123288
Urad,2016,Summer     ,Uttar Pradesh,49138,32055,965.3,7530398.5,17198.3,0.6740625
Wheat,2016,Rabi       ,Uttar Pradesh,9884913,34971381,965.3,1514862917,3459719.55,3.558666667
Arhar/Tur,2016,Kharif     ,Uttarakhand,2488,2253,1580.9,381286,870.8,0.722
Barley,2016,Rabi       ,Uttarakhand,19834,24622,1580.9,3039560.5,6941.9,1.350769231
Garlic,2016,Whole Year ,Uttarakhand,3818,23465,1580.9,585108.5,1336.3,5.307142857
Gram,2016,Rabi       ,Uttarakhand,743,598,1580.9,113864.75,260.05,0.687
Groundnut,2016,Kharif     ,Uttarakhand,935,1214,1580.9,143288.75,327.25,1.296
Horse-gram,2016,Kharif     ,Uttarakhand,11762,9536,1580.9,1802526.5,4116.7,0.831818182
Linseed,2016,Rabi       ,Uttarakhand,25,10,1580.9,3831.25,8.75,0.253333333
Maize,2016,Kharif     ,Uttarakhand,21692,36649,1580.9,3324299,7592.2,1.57
Maize,2016,Summer     ,Uttarakhand,90,133,1580.9,13792.5,31.5,1.705
Masoor,2016,Rabi       ,Uttarakhand,10291,7667,1580.9,1577095.75,3601.85,0.740769231
